date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:20:03	2487/2487	---M-Z	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/icons/icon-5.png	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/icons/icon-5.png	(from https://www.hminterio.in/)
09:20:04	42260/42260	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/service-2.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/service-2.jpg	(from https://www.hminterio.in/)
09:20:04	2434/2434	---M-Z	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/icons/icon-6.png	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/icons/icon-6.png	(from https://www.hminterio.in/)
09:20:04	29556/29556	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/service-3.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/service-3.jpg	(from https://www.hminterio.in/)
09:20:04	2525/2525	---M-Z	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/icons/icon-7.png	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/icons/icon-7.png	(from https://www.hminterio.in/)
09:20:05	28115/28115	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/service-4.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/service-4.jpg	(from https://www.hminterio.in/)
09:20:05	2634/2634	---M-Z	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/icons/icon-8.png	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/icons/icon-8.png	(from https://www.hminterio.in/)
09:20:05	42448/42448	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/service-5.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/service-5.jpg	(from https://www.hminterio.in/)
09:20:05	2584/2584	---M-Z	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/icons/icon-9.png	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/icons/icon-9.png	(from https://www.hminterio.in/)
09:20:06	33836/33836	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/service-6.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/service-6.jpg	(from https://www.hminterio.in/)
09:20:06	3067/3067	---M-Z	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img/icons/icon-10.png	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img/icons/icon-10.png	(from https://www.hminterio.in/)
09:20:08	4002372/4002372	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/spacejoy-RUvW1KGD9a4-unsplash.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/spacejoy-RUvW1KGD9a4-unsplash.jpg	(from https://www.hminterio.in/)
09:20:09	4036067/4036067	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hd.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hd.jpg	(from https://www.hminterio.in/)
09:20:10	4032348/4032348	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/interiordesign.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/interiordesign.jpg	(from https://www.hminterio.in/)
09:20:11	305794/305794	---M-Z	200	added ('OK')	image/webp	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/electrical.webp	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/electrical.webp	(from https://www.hminterio.in/)
09:20:12	4095780/4095780	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/falsealing.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/falsealing.jpg	(from https://www.hminterio.in/)
09:20:13	3315839/3315839	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/painting.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/painting.jpg	(from https://www.hminterio.in/)
09:20:14	825041/825041	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/blinds.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/blinds.jpg	(from https://www.hminterio.in/)
09:20:15	3848197/3848197	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/living-room-with-bookshelf.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/living-room-with-bookshelf.jpg	(from https://www.hminterio.in/)
09:20:16	4036067/4036067	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/luxury.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/luxury.jpg	(from https://www.hminterio.in/)
09:20:16	36040/36040	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-interior2.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-interior2.jpg	(from https://www.hminterio.in/)
09:20:17	47403/47403	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-interior1.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-interior1.jpg	(from https://www.hminterio.in/)
09:20:17	106063/106063	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-interior3.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-interior3.jpg	(from https://www.hminterio.in/)
09:20:18	93379/93379	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-interior4.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-interior4.jpg	(from https://www.hminterio.in/)
09:20:18	158952/158952	---M-Z	200	added ('OK')	image/png	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-interior5.png	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-interior5.png	(from https://www.hminterio.in/)
09:20:19	815880/815880	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/halltv.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/halltv.jpg	(from https://www.hminterio.in/)
09:20:20	1983458/1983458	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/collov-home-design--aDGbdTsBZg-unsplash.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/collov-home-design--aDGbdTsBZg-unsplash.jpg	(from https://www.hminterio.in/)
09:20:21	1247402/1247402	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/naomi-hebert-MP0bgaS_d1c-unsplash.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/naomi-hebert-MP0bgaS_d1c-unsplash.jpg	(from https://www.hminterio.in/)
09:20:22	1055473/1055473	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/kitchen1.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/kitchen1.jpg	(from https://www.hminterio.in/)
09:20:22	138988/138988	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/kitchen2.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/kitchen2.jpg	(from https://www.hminterio.in/)
09:20:23	93788/93788	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-mk1.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-mk1.jpg	(from https://www.hminterio.in/)
09:20:23	32577/32577	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-mk2.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-mk2.jpg	(from https://www.hminterio.in/)
09:20:23	52214/52214	---M-Z	200	added ('OK')	image/webp	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-mk3.webp	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-mk3.webp	(from https://www.hminterio.in/)
09:20:25	438927/438927	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-mk4.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-mk4.jpg	(from https://www.hminterio.in/)
09:20:25	51911/51911	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/besttv1.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/besttv1.jpg	(from https://www.hminterio.in/)
09:20:25	61208/61208	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/besttv2.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/besttv2.jpg	(from https://www.hminterio.in/)
09:20:26	34339/34339	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/tv1.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/tv1.jpg	(from https://www.hminterio.in/)
09:20:26	46928/46928	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/tv2.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/tv2.jpg	(from https://www.hminterio.in/)
09:20:27	636286/636286	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/tv3.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/tv3.jpg	(from https://www.hminterio.in/)
09:20:28	1873467/1873467	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/tv4.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/tv4.jpg	(from https://www.hminterio.in/)
09:20:29	1093124/1093124	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/tv5.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/tv5.jpg	(from https://www.hminterio.in/)
09:20:30	1188052/1188052	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/pooja.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/pooja.jpg	(from https://www.hminterio.in/)
09:20:31	76195/76195	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-p1.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-p1.jpg	(from https://www.hminterio.in/)
09:20:31	12196/12196	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-p2.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-p2.jpg	(from https://www.hminterio.in/)
09:20:31	84460/84460	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-p3.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-p3.jpg	(from https://www.hminterio.in/)
09:20:32	93062/93062	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-p4.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-p4.jpg	(from https://www.hminterio.in/)
09:20:33	82869/82869	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/war1.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/war1.jpg	(from https://www.hminterio.in/)
09:20:33	92728/92728	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/war2.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/war2.jpg	(from https://www.hminterio.in/)
09:20:34	1403925/1403925	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/attract.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/attract.jpg	(from https://www.hminterio.in/)
09:20:35	1199293/1199293	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-w1.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-w1.jpg	(from https://www.hminterio.in/)
09:20:36	1088070/1088070	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-w2.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-w2.jpg	(from https://www.hminterio.in/)
09:20:37	1080118/1080118	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-w3.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-w3.jpg	(from https://www.hminterio.in/)
09:20:37	84641/84641	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-fs2.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-fs2.jpg	(from https://www.hminterio.in/)
09:20:39	294377/294377	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/fal.jpeg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/fal.jpg	(from https://www.hminterio.in/)
09:20:39	162029/162029	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/hm-fs1.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/hm-fs1.jpg	(from https://www.hminterio.in/)
09:20:40	732534/732534	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/img2/seating.jpg	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/img2/seating.jpg	(from https://www.hminterio.in/)
09:20:40	80421/80421	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213a25-1yL6mYLaiqSN+IJRuxiX8Twds7k%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/JRDesigens/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	(from https://www.hminterio.in/)
09:20:41	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	C:/My%20Web%20Sites/JRDesigens/code.jquery.com/jquery-3.4.1.min.js	(from https://www.hminterio.in/)
09:20:43	79665/79665	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213731-2JYXAt9UqpcPHzAIfI0LH2lnx4Q%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/JRDesigens/cdn.jsdelivr.net/npm/bootstrap@5.0.0/dist/js/bootstrap.bundle.min.js	(from https://www.hminterio.in/)
09:20:43	8159/8159	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/wow/wow.min.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/wow/wow.min.js	(from https://www.hminterio.in/)
09:20:44	2303/2303	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/easing/easing.min.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/easing/easing.min.js	(from https://www.hminterio.in/)
09:20:44	9028/9028	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/waypoints/waypoints.min.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/waypoints/waypoints.min.js	(from https://www.hminterio.in/)
09:20:44	2406/2406	---M-Z	200	added ('OK')	text/javascript	date:Sat,%2017%20May%202025%2007:01:28%20GMT	https://www.hminterio.in/lib/counterup/counterup.min.js	C:/My%20Web%20Sites/JRDesigens/www.hminterio.in/lib/counterup/counterup.min.js	(from https://www.hminterio.in/)
